asset	cls	type	param	source	ticker	field
LA Comdty	Commodity	Market	-	BBG	LA1 Comdty	PX_LAST
LA Comdty	Commodity	Vol	Near	BBG	LA1 Comdty	1ST_MTH_IMPVOL_100.0%MNY_DF
LA Comdty	Commodity	Vol	Far	BBG	LA1 Comdty	2ND_MTH_IMPVOL_100.0%MNY_DF
LA Comdty	Commodity	Hedge	hedgeX2001-01	BBG	LAF01 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2001-02	BBG	LAG01 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2001-03	BBG	LAH01 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2001-04	BBG	LAJ01 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2001-05	BBG	LAK01 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2001-06	BBG	LAM01 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2001-07	BBG	LAN01 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2001-08	BBG	LAQ01 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2001-09	BBG	LAU01 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2001-10	BBG	LAV01 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2001-11	BBG	LAX01 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2001-12	BBG	LAZ01 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2002-01	BBG	LAF02 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2002-02	BBG	LAG02 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2002-03	BBG	LAH02 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2002-04	BBG	LAJ02 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2002-05	BBG	LAK02 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2002-06	BBG	LAM02 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2002-07	BBG	LAN02 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2002-08	BBG	LAQ02 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2002-09	BBG	LAU02 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2002-10	BBG	LAV02 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2002-11	BBG	LAX02 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2002-12	BBG	LAZ02 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2003-01	BBG	LAF03 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2003-02	BBG	LAG03 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2003-03	BBG	LAH03 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2003-04	BBG	LAJ03 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2003-05	BBG	LAK03 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2003-06	BBG	LAM03 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2003-07	BBG	LAN03 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2003-08	BBG	LAQ03 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2003-09	BBG	LAU03 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2003-10	BBG	LAV03 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2003-11	BBG	LAX03 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2003-12	BBG	LAZ03 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2004-01	BBG	LAF04 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2004-02	BBG	LAG04 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2004-03	BBG	LAH04 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2004-04	BBG	LAJ04 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2004-05	BBG	LAK04 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2004-06	BBG	LAM04 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2004-07	BBG	LAN04 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2004-08	BBG	LAQ04 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2004-09	BBG	LAU04 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2004-10	BBG	LAV04 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2004-11	BBG	LAX04 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2004-12	BBG	LAZ04 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2005-01	BBG	LAF05 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2005-02	BBG	LAG05 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2005-03	BBG	LAH05 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2005-04	BBG	LAJ05 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2005-05	BBG	LAK05 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2005-06	BBG	LAM05 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2005-07	BBG	LAN05 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2005-08	BBG	LAQ05 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2005-09	BBG	LAU05 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2005-10	BBG	LAV05 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2005-11	BBG	LAX05 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2005-12	BBG	LAZ05 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2006-01	BBG	LAF06 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2006-02	BBG	LAG06 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2006-03	BBG	LAH06 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2006-04	BBG	LAJ06 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2006-05	BBG	LAK06 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2006-06	BBG	LAM06 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2006-07	BBG	LAN06 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2006-08	BBG	LAQ06 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2006-09	BBG	LAU06 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2006-10	BBG	LAV06 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2006-11	BBG	LAX06 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2006-12	BBG	LAZ06 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2007-01	BBG	LAF07 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2007-02	BBG	LAG07 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2007-03	BBG	LAH07 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2007-04	BBG	LAJ07 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2007-05	BBG	LAK07 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2007-06	BBG	LAM07 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2007-07	BBG	LAN07 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2007-08	BBG	LAQ07 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2007-09	BBG	LAU07 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2007-10	BBG	LAV07 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2007-11	BBG	LAX07 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2007-12	BBG	LAZ07 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2008-01	BBG	LAF08 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2008-02	BBG	LAG08 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2008-03	BBG	LAH08 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2008-04	BBG	LAJ08 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2008-05	BBG	LAK08 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2008-06	BBG	LAM08 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2008-07	BBG	LAN08 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2008-08	BBG	LAQ08 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2008-09	BBG	LAU08 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2008-10	BBG	LAV08 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2008-11	BBG	LAX08 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2008-12	BBG	LAZ08 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2009-01	BBG	LAF09 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2009-02	BBG	LAG09 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2009-03	BBG	LAH09 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2009-04	BBG	LAJ09 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2009-05	BBG	LAK09 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2009-06	BBG	LAM09 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2009-07	BBG	LAN09 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2009-08	BBG	LAQ09 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2009-09	BBG	LAU09 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2009-10	BBG	LAV09 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2009-11	BBG	LAX09 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2009-12	BBG	LAZ09 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2010-01	BBG	LAF10 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2010-02	BBG	LAG10 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2010-03	BBG	LAH10 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2010-04	BBG	LAJ10 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2010-05	BBG	LAK10 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2010-06	BBG	LAM10 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2010-07	BBG	LAN10 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2010-08	BBG	LAQ10 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2010-09	BBG	LAU10 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2010-10	BBG	LAV10 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2010-11	BBG	LAX10 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2010-12	BBG	LAZ10 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2011-01	BBG	LAF11 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2011-02	BBG	LAG11 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2011-03	BBG	LAH11 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2011-04	BBG	LAJ11 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2011-05	BBG	LAK11 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2011-06	BBG	LAM11 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2011-07	BBG	LAN11 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2011-08	BBG	LAQ11 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2011-09	BBG	LAU11 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2011-10	BBG	LAV11 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2011-11	BBG	LAX11 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2011-12	BBG	LAZ11 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2012-01	BBG	LAF12 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2012-02	BBG	LAG12 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2012-03	BBG	LAH12 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2012-04	BBG	LAJ12 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2012-05	BBG	LAK12 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2012-06	BBG	LAM12 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2012-07	BBG	LAN12 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2012-08	BBG	LAQ12 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2012-09	BBG	LAU12 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2012-10	BBG	LAV12 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2012-11	BBG	LAX12 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2012-12	BBG	LAZ12 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2013-01	BBG	LAF13 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2013-02	BBG	LAG13 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2013-03	BBG	LAH13 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2013-04	BBG	LAJ13 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2013-05	BBG	LAK13 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2013-06	BBG	LAM13 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2013-07	BBG	LAN13 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2013-08	BBG	LAQ13 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2013-09	BBG	LAU13 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2013-10	BBG	LAV13 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2013-11	BBG	LAX13 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2013-12	BBG	LAZ13 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2014-01	BBG	LAF14 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2014-02	BBG	LAG14 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2014-03	BBG	LAH14 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2014-04	BBG	LAJ14 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2014-05	BBG	LAK14 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2014-06	BBG	LAM14 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2014-07	BBG	LAN14 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2014-08	BBG	LAQ14 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2014-09	BBG	LAU14 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2014-10	BBG	LAV14 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2014-11	BBG	LAX14 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2014-12	BBG	LAZ14 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2015-01	BBG	LAF15 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2015-02	BBG	LAG15 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2015-03	BBG	LAH15 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2015-04	BBG	LAJ15 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2015-05	BBG	LAK15 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2015-06	BBG	LAM15 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2015-07	BBG	LAN15 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2015-08	BBG	LAQ15 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2015-09	BBG	LAU15 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2015-10	BBG	LAV15 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2015-11	BBG	LAX15 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2015-12	BBG	LAZ15 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2016-01	BBG	LAF16 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2016-02	BBG	LAG16 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2016-03	BBG	LAH16 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2016-04	BBG	LAJ16 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2016-05	BBG	LAK16 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2016-06	BBG	LAM16 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2016-07	BBG	LAN16 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2016-08	BBG	LAQ16 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2016-09	BBG	LAU16 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2016-10	BBG	LAV16 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2016-11	BBG	LAX16 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2016-12	BBG	LAZ16 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2017-01	BBG	LAF17 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2017-02	BBG	LAG17 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2017-03	BBG	LAH17 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2017-04	BBG	LAJ17 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2017-05	BBG	LAK17 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2017-06	BBG	LAM17 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2017-07	BBG	LAN17 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2017-08	BBG	LAQ17 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2017-09	BBG	LAU17 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2017-10	BBG	LAV17 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2017-11	BBG	LAX17 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2017-12	BBG	LAZ17 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2018-01	BBG	LAF18 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2018-02	BBG	LAG18 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2018-03	BBG	LAH18 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2018-04	BBG	LAJ18 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2018-05	BBG	LAK18 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2018-06	BBG	LAM18 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2018-07	BBG	LAN18 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2018-08	BBG	LAQ18 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2018-09	BBG	LAU18 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2018-10	BBG	LAV18 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2018-11	BBG	LAX18 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2018-12	BBG	LAZ18 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2019-01	BBG	LAF19 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2019-02	BBG	LAG19 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2019-03	BBG	LAH19 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2019-04	BBG	LAJ19 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2019-05	BBG	LAK19 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2019-06	BBG	LAM19 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2019-07	BBG	LAN19 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2019-08	BBG	LAQ19 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2019-09	BBG	LAU19 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2019-10	BBG	LAV19 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2019-11	BBG	LAX19 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2019-12	BBG	LAZ19 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2020-01	BBG	LAF20 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2020-02	BBG	LAG20 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2020-03	BBG	LAH20 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2020-04	BBG	LAJ20 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2020-05	BBG	LAK20 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2020-06	BBG	LAM20 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2020-07	BBG	LAN20 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2020-08	BBG	LAQ20 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2020-09	BBG	LAU20 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2020-10	BBG	LAV20 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2020-11	BBG	LAX20 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2020-12	BBG	LAZ20 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2021-01	BBG	LAF21 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2021-02	BBG	LAG21 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2021-03	BBG	LAH21 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2021-04	BBG	LAJ21 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2021-05	BBG	LAK21 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2021-06	BBG	LAM21 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2021-07	BBG	LAN21 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2021-08	BBG	LAQ21 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2021-09	BBG	LAU21 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2021-10	BBG	LAV21 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2021-11	BBG	LAX21 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2021-12	BBG	LAZ21 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2022-01	BBG	LAF22 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2022-02	BBG	LAG22 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2022-03	BBG	LAH22 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2022-04	BBG	LAJ22 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2022-05	BBG	LAK22 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2022-06	BBG	LAM22 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2022-07	BBG	LAN22 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2022-08	BBG	LAQ22 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2022-09	BBG	LAU22 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2022-10	BBG	LAV22 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2022-11	BBG	LAX22 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2022-12	BBG	LAZ22 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2023-01	BBG	LAF23 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2023-02	BBG	LAG23 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2023-03	BBG	LAH23 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2023-04	BBG	LAJ23 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2023-05	BBG	LAK23 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2023-06	BBG	LAM23 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2023-07	BBG	LAN23 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2023-08	BBG	LAQ23 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2023-09	BBG	LAU23 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2023-10	BBG	LAV23 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2023-11	BBG	LAX23 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2023-12	BBG	LAZ23 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2024-01	BBG	LAF24 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2024-02	BBG	LAG24 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2024-03	BBG	LAH24 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2024-04	BBG	LAJ24 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2024-05	BBG	LAK24 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2024-06	BBG	LAM24 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2024-07	BBG	LAN24 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2024-08	BBG	LAQ24 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2024-09	BBG	LAU24 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2024-10	BBG	LAV24 Comdty	PX_LAST
